industria;nps;razones
banca;DETRACTOR;PORQUE EL MONTO QUE MANEJAN DE LOS INTERESES, SI USTED SE DA CUENTA A DIFERENCIA DE OTROS BANCOS, OTRAS ENTIDADES TE OFRECEN INTERESES MÁS BAJOS, POR LO DEMÁS  DEL PERSONAL TENIENDO EL BUEN TRATO NO ME PUEDO QUEJAR, EL PROBLEMA ES LA TASA DE INTERÉS, YO HE TENIDO BUEN TRATO DE PARTE DE LOS ANALISTAS QUE ME HAN TOCADO, EN VENTANILLA SON MUY AMABLES, EL SEÑOR DE LA PUERTA EL GUARDIA, LOS PROTOCOLOS, EL PROBLEMA ES LA TASA DE INTERÉS Y OTRA TAL VEZ EL HORARIO DEL DÍA SÁBADO, YO POR EJEMPLO TRABAJO ES EL ÚNICO DÍA QUE TENGO EL SÁBADOS EL SER AMA DE CASA Y COMPARTIR CON EL TRABAJO QUEDA MUY CORTO Y PARA MÍ EL DÍA SABIDO PARA IR A CANCELAR YA LO ENCUENTRO CERRADO TAL VEZ SI RECORDAMOS EL NÚMERO DE CUENTA PARA PAGAR EN AGENTE, ESA PARTE.
banca;DETRACTOR;PORQUE LOS INTERESES SON UN POCO ELEVADOS, UN POQUITO SON ELEVADOS LOS INTERESES POR AHÍ NO SE PUEDE RECOMENDAR MUCHO, SOLO LOS INTERESES.
banca;DETRACTOR;PORQUE AHORITA COMO GRUPO ESTAMOS TENIENDO UN DESORDEN TOTAL CON LA ASESORA, ÉSTE, TENÍAMOS QUE HABER PAGADO YA HACE TIEMPO PERO HAN PAGADO, HAY UNA SEÑORA QUE NO HA PAGADO Y ESTÁ NO HABIDO ENTONCES HAN PAGADO CON NUESTRO DIEZ POR CIENTO SU LETRA DE ELLA, HAY MUCHAS COSAS TAMBIÉN TENGO A MI HIJA TAMBIÉN QUE ESTÁ ASÍ EN UN GRUPO PERO TAMBIÉN TIENE EL MISMO PROBLEMA CON SU MISMA ASESORA, SI, ESE ES EL ÚNICO PROBLEMA SEÑORITA PORQUE YO NO HAYA ACEPTADO NINGÚN SOLIDARIO.
banca;DETRACTOR;CON RESPECTO A OTRAS FINANCIERAS COMPARTAMOS ESTÁ POR ENCIMA, POR ENCIMA DE LOS INTERESES QUE EN CONFIANZA HAY DIEZ SOLES MENOS INTERESES MENSUALES NO QUE COMPARTAMOS, SI ESO NOMAS, ESO Y POR EL SERVICIO QUE ES MUY LENTO NO, LA ATENCIÓN, ES MUY LENTO PORQUÉ, PORQUE NO HAY GENTE, NO HAY GENTE QUE TE PUEDA ATENDER PARA SACAR UN PRÉSTAMO, NO HAY GENTE DENTRO DE LA OFICINA, TODOS SALEN AL CAMPO CREO A BUSCAR CLIENTES NO SÉ NO HAY PERSONAL QUE TE PUEDA ATENDER DENTRO, DENTRO DE COMPARTAMOS.
banca;DETRACTOR;MUY ALTO LAS CUOTAS, EL INTERÉS MUY ALTO, PORQUE YO HE TRABAJADO CON CAJA CUSCO Y ES UN POCO MENOS.
banca;DETRACTOR;"PORQUÉ LOS INTERESES SON MUY ALTOS, PORQUÉ ME HAN LLAMADO DE CAJA BANCARIA, ME HAN LLAMADO DE CAJA BANCARIA CAJA DE AREQUIPA Y ME OFRECEN MENOS INTERESES, PORQUE POR EJEMPLO YO SAQUÉ UN PRÉSTAMO DE VEINTE MIL SOLES Y VOY A PAGAR CASI SEIS MIL SOLES Y EN CAMBIO EN, EN CAJA BANCARIA TARDARÍA ENTRE ESOS, CASI DOS MIL, CASI TRES MIL; LA MITAD CASI; NO, DE HECHO LA ATENCIÓN, TODO ESTÁ BIEN, SÓLO LOS INTERESES; OTROS BANCOS ME PRESTAN MENOS."
banca;DETRACTOR;NO NOS ESTÁN DANDO BIEN EL PRESTAMO COMO DEBE DE SER CADA MES, CADA 28 DÍAS Y ESO NOS ESTÁ PERJUDICANDO AL GRUPO, HAY VARIAS PERSONAS, SE SALIÓ UNA, AHORA YA SE SALIÓ OTRA, SE SALE OTRA, PORQUE QUIEREN CADA MES, AHORITA POR LO QUE ESTÁN CAMBIANDO LA FECHA DE 28 DÍAS NOS ESTÁN CAMBIANDO A 14 DÍAS Y LA GENTE NO ESTÁ DE ACUERDO LA MAYORÍA, LA SEÑORITA MABEL ES NUESTRA ASESORA PORQUE SE SALIÓ UNA, DICE QUE EN LA AGENCIA ES ESA POLÍTICA.
banca;DETRACTOR;PORQUE SUS INTERESES SON MUY ELEVADOS, SUS INTERESES COMERCIALES SON MUY ELEVADOS EN COMPARACIÓN DE OTROS DEL MERCADO, POR NO DECIRLE QUE ES EL MÁS CARO DE TODA LAS ENTIDADES FINANCIERAS, MI PRODUCTO QUE TENGO YO ESTOY PAGANDO PUNTUAL PERO ME HA REPORTADO AL INFORCORP, ME HE RETRASADO UNOS DÍAS Y AHORA TENGO DEFICIENCIAS PARA PODER SOLICITAR CRÉDITOS.
banca;DETRACTOR;"CREO QUE EL MONTO DEL INTERÉS ES MUY, MUY A, SI ES UN POCO MUY CARITO, ES MUY ALTO, EL INTERÉS DE CADA CRÉDITO EN SI CON, HE COMPARADO CON OTROS FINANCIERAS Y ES MÁS ALTOS INTERESES CREO, COMO LE DIGO, HE COMPARADO CON OTROS SERVICIOS, POR EJEMPLO, SACÓ MI ESPOSO AHÍ PERO ES UN POQUITO MÁS ALTO ASÍ EL INTERÉS DE FINANCIERA COMPARTAMOS; COMO LE DIGO DE LA ÚNICA NO LE PODRÍA DECIR, PERO SI COMPARAMOS CON OTROS, CON OTROS ASÍ PUES QUE SE VEA CUANTA GENTE ES, SI ES UN POCO, PERSONALMENTE; CON OTROS ASÍ FINANCIERAS, SI ES UN POCO MÁS ALTO DIGAMOS COMPARTAMOS FINANCIERA."
banca;DETRACTOR;PORQUE, PORQUE MUY ALTOS SON SUS INTERESES MUY, SI A COMPARACIÓN DE OTROS PRÉSTAMOS QUE HE TENIDO EN OTROS, OTROS BANCOS NO, MUY ALTOS LOS INTERESES, NADA MÁS, SI ESO NADA MÁS.
banca;DETRACTOR;CUANDO YO QUIERO UNA SOLUCIÓN NO ME LA HAN SOLUCIONADO LA CHICA YO LE ESTOY LLAMANDO Y TAMPOCO ME LO HA SOLUCIONADO, YA QUIERO CANCELAR ESA CUENTA IMAGÍNESE ELLA ME DICE QUE NO QUE LA OTRA ASESORA Y MÁS Y NO SÉ CÓMO ME DIJO Y LA CHICA NO SE ERA MI ASESORA Y ME PASO A LA OTRA CHICA, YO LE LLAME PARA CANCELAR Y ENTONCES JUSTO ME DICE ALGO DE LAS 10 ME VOY AVENTAR UNA REUNIÓN ENTONCES ALGO DE LAS 11 Y TANTO Y HE BAJADO, ME ESTABA LLAMANDO Y NO ME CONTESTO, NECESITO CANCELARLO SEÑORITA NADA MÁS LA CUENTA QUIERO SABER ESO.
banca;DETRACTOR;PORQUE NOS DAN NUESTRA FECHA Y YA SI TE ATRASAS UN DÍA, UN DÍA MÁXIMO TE PUEDES ATRASAR.
banca;DETRACTOR;"SIEMPRE SOLICITO UN CRÉDITO Y PAGO PUNTUALMENTE, LA VEZ PASADA SOLICITE UNO CON URGENCIA SOBRE EL CRÉDITO QUE TENÍA, YO PEDÍ OTRO CRÉDITO, PERO ME LO NEGARON, ME DIJERON QUE TENÍA QUE PRESENTAR OTROS PAPELES Y TUVE QUE CONSEGUIR EL DINERO DE OTRO LADO; NO SE SI EN EL SISTEMA SALE QUE YO TRATO SIEMPRE DE CUMPLIR CON MIS CUOTAS Y ME GUSTARÍA QUE EL INTERÉS FUERA UN POCO MÁS BAJO, QUE LO BAJARAN UN POCO."
banca;DETRACTOR;PORQUE CUANDO UNO VA A PAGAR LAS CAJERAS SON MUY LENTAS Y EL ANALISTA CUANDO UNO QUIERE UN CRÉDITO PARALELO PONE MUCHAS TRABAS Y EN CONCLUSIÓN NO TE DA NADA, YO QUIERO UN CRÉDITO PARALELO Y NO ME DAN NADA, EN OTRAS ENTIDADES COMO SCOTIABANK SI ME LO DAN.
banca;DETRACTOR;EL INTERÉS ES MUY ALTO.
banca;DETRACTOR;"PORQUÉ ES, DIGAMOS ES, COMO LE PODRÍA DECIR, REGULAR NO, NO ES; NO ESTOY MUY SATISFECHA CON, CON SU SERVICIO, NO ESTOY MUY CONTENTA CON EL SERVICIO QUE BRINDA, PORQUÉ POR EJEMPLO YO LE LLAMO A MI ASESORISTA QUE ESTÁ ENCARGADO, AHI DE CUANDO QUIERE ME CONTESTA CUANDO NO, NO, CUANDO VOY A BUSCARLO, ME DICE QUE LO ESPERE QUE ESTÁ OCUPADO, AHORA TAMBIÉN LO ESTOY BUSCANDO Y LO LLAMO Y LO LLAMO Y NO ESTA, ME MANDAN MENSAJE QUE ME HAN CAMBIADO DE ASESORISTA DE ESO, Y ME DAN UN NÚMERO Y LLAMO E ESE NÚMERO Y ME DICE QUE NO EXISTE Y TOTAL IGUALITO; HE LLAMADO A, HE IDO AL CÓMO SE LLAMA AL, AL, EN LA SEIS Y ME DICEN NO, QUE NO SABEN Y, Y TOTALMENTE NO SÉ QUÉ VOY A HACER PARA PODER QUE ME ATIENDAN; MÁS QUE ES ESO, QUE NO, NO SABEN RESOLVER LOS PROBLEMAS, NO SABEN RESOLVER LO QUE, LOS PROBLEMAS QUE UNO TIENE COMO CLIENTE; FÍJATE QUE P"
banca;DETRACTOR;PORQUE NO SACAN LOS CRÉDITOS RÁPIDO, SE DEMORAN EN SACAR UN CRÉDITO.
banca;DETRACTOR;PORQUE HE TENIDO ALGUNOS INCONVENIENTES CON MI ASESOR, TUVE UNA PEQUEÑA INCONVENIENTE CON MI ASESOR ESTE, CUANDO IBA A SOLICITAR MI PRÉSTAMO, ADEMÁS ES MUY, EN UNA OCASIÓN ME ESTABA SUBIENDO MUY ALTO LA TASA, INCLUSO TUVE QUE ELEGIR E IRME A OTRA EFECTIVA, ESTE COMPARTAMOS EFECTIVA FINANCIERA, PORQUÉ ME PARECÍA QUE ERA MUY ALTO LOS INTERESES, COBRARA MÁS Y EN ESO NO, TAMBIÉN ESTABA PENSANDO EN MUDARME A CARPA, BUENO RENOVAR DE NUEVO LOS PAPELES Y USTEDES VUELVEN A PEDIR DOCUMENTACIONES Y DESPUÉS DICEN QUE NO SALÍA, O SEA TENÍA QUE ESTAR, VARIO TIEMPO NO, PERDÍA TIEMPO EN NO ESTAR EN MI NEGOCIO, PORQUÉ EN OTRO LADO ME OFRECÍAN POR LA MISMA CANTIDAD MENOS PARA PAGAR, HASTA CARPA TAMBIÉN ME DIJO YO TE COMPRÓ TU DEUDA, ESTE SALTE DE AHÍ, PERO YO LE DIGO NO PUES YO YA ESTOY CON EFECTIVA, ESTE COMPARTAMOS, YA ME DICE SEÑORA SI
banca;DETRACTOR;PORQUE NO ESTOY EN ESA PARTE SATISFECHA EN QUE YO COMO CLIENTA DE AÑOS Y SOY PUNTUAL, SI ME HAN LLAMADO SERÁ PORQUE YO ESTOY REGISTRADA AHÍ Y LE DAN MI LÍNEA QUE NO HE FALLADO EN NADA, SIN EMBARGO, NO ESTOY SATISFECHA CON LOS INTERESES QUE ME COBRAN UNA Y OTRA Y OTRA VEZ POR ESO NO ESTOY, PORQUE COMPARANDO CON OTRAS EMPRESAS, OTRAS EMPRESAS COBRAN MENOS A ESO VOY.
banca;DETRACTOR;PORQUE LOS INTERESES ESTÁN MUY ALTOS, PORQUE EN OTROS BANCOS ME ESTÁN DANDO MÁS BARATO.
banca;DETRACTOR;PORQUE LAS VECES QUE HE IDO NO HE TENIDO UNA BUENA ATENCIÓN, PORQUE EL CRÉDITO QUE SAQUE NO ME EXPLICÓ BIEN, ME COBRARON, ME PUSIERON UN SEGURO QUE YO NO ACEPTE, NI SIQUIERA ME CONSULTARON, NUNCA, ME PUSIERON UN SEGURO PARA QUE YO PAGARA, HE TENIDO QUE TRAMITAR, NUNCA ME LO HICIERON, HE IDO A PAGAR NUNCA ME EXPLICARON Y TODO UN TRÁMITE, LAS SEÑORITAS NO ERAN ATENTAS, ERAN MALCRIADAS.
banca;DETRACTOR;PORQUE SIENTE UNA DESCONFIANZA NO SE DE VERDAD, PORQUE NORMALMENTE CUANDO UNO TRABAJA CON EL BANCO TE DA EMOCIÓN, TE DA FELICIDAD, PERO COMO DUDANDO TE LO HAN DADO EL CRÉDITO Y EL GUACHIMÁN EN LA PUERTA NO ME GUSTA, ES MUY ESPESO, VAS Y SE SUPONE QUE UNO YA TIENE SU VACUNA Y TODO ESO, UNO A VECES VA CORRE Y CORRE CON LA HORA, NO SÉ CÓMO COMPARTAMOS DE VERDAD PARA PAGO ES OTRO GRUPO O ENTRAN PREFERENCIALES NO SÉ, NO ES COMO OTROS BANCOS VOY, INGRESO, PAGO Y ME RETIRO, POR GRUPO CREO QUE HACEN PASAR.
banca;DETRACTOR;PORQUE LAS TASAS DE INTERÉS SON ELEVADITAS Y A VECES PREFIERO NO ESTAR ASÍ, LOS CRÉDITOS, POR EJEMPLO, SON ELEVADOS LOS COSTOS DE LA TASA PARA PAGAR LOS INTERESES MENSUAL QUE SE PAGA SON ELEVADOS.
banca;DETRACTOR;PORQUE CUANDO YO HE REQUERIDO UN PRÉSTAMO ME HAN HABLADO UNA COSA Y DESPUÉS ME PUSIERON OTRA COSA, AL FINAL DE CUENTAS NO ESTOY PAGANDO LO QUE YO DEBERÍA PAGAR, SI NO LO QUE COMPARTAMOS ME DICE.
banca;DETRACTOR;LO ÚNICO QUE NO SÉ A QUÉ SE DEBE DE QUE CADA VEZ CUANDO HACEMOS EL PAGO, NO SÉ A QUÉ DEBE QUE NOS HACEN FIRMAR, QUE NOS HACE PONER EL NÚMERO DE DNI, YO CREO QUE NOS PASAMOS MÁS TIEMPO EN HACER TODO ESO.
banca;DETRACTOR;PORQUE AÚN TODAVÍA LAS TASAS NO SON MUY BAJAS CON REFERENTE A OTRAS ENTIDADES, LA TASA DE EFECTIVA ANUAL, LA TEA, EN ESTE CASO LE HAGO LA COMPARACIÓN CON EL BANCO DE LA NACIÓN QUE DA UN 12 POR CIENTO Y EL BANCO CONTINENTAL NO RECUERDO LA TASA CREO QUE ES 16 O 18.
banca;DETRACTOR;POR VARIOS MOTIVOS, UNO POR LA DIFICULTAD EN LA ATENCIÓN EN LA OFICINA, NO ES TAN RÁPIDO PARA PODERSE CONTACTAR CON LA PERSONA QUE NOS HACE EL PRÉSTAMO, NO HACE EL SEGUIMIENTO, NO ES COMO OTRAS ENTIDADES QUE VIENEN, TE EXPLICAN Y TRATAN DE AYUDARTE, ALGUNA SOLUCIÓN, PORQUE HAY VECES QUE FALTA UN MES, PASA SIEMPRE ALGO Y NO TE ENTIENDEN, EN OTRAS FINANCIERAS UNA LLAMADA, TE EXPLICAN BIEN, TE DAN DE TOLERANCIA, 2, 3 DÍAS, 4 , 5 DÍAS SIN INTERESES, LOS INTERESES FUERA DE TIEMPO ES DEMASIADO Y NO SON TAN TOLERANTES.
banca;DETRACTOR;MAYORMENTE POR LOS INTERESES QUE ES MUY ALTO LOS INTERESES, OTRA QUE CUANDO A VECES UNO ESTÁ LEJOS, NO LLEGA A TIEMPO Y SE PASA 1 O 2 DÍAS LE QUITAN 10 SOLES, NO SÉ CUÁNTO DE MORA, EN CAMBIO OTRAS CAJAS NOS TOLERAN INCLUSO NOS LLAMAN 2 DÍAS ANTES DEL PAGO Y NOS DICEN SEÑOR TAL DÍA SE VENCE PODRÁ CANCELAR Y UNO A VECES CUANDO SI PUEDE SI PERO A VECES UNO ESTÁ VIAJANDO Y AMIGUITA DOS DÍAS MÁS ME PUEDE DAR YA NO SE PREOCUPE ENTONCES LE PONEMOS PARA TAL DÍA Y DE ESA MANERA ES MEJOR EL SERVICIO.
banca;DETRACTOR;EL MOTIVO NÚMERO UNO LOS INTERESES SON ALTOS PORQUE TRABAJO CON OTRA ENTIDAD FINANCIERA Y HE VISTO LA DIFERENCIA, NUMERO DOS YO SOY UNA PERSONA PUNTUAL LO PUEDEN ENCONTRAR EN EL SISTEMA, POR PERTENECER A UN PRÉSTAMO GRUPAL SE LES DEBE DE EXONERAR A LAS PERSONAS QUE SON PUNTUALES ESO SE PUEDE VER MEDIANTE SU HISTORIAL DE PAGO, SE LE DEBE DE EXONERAR DE LOS INDULTOS QUE SE APLICA PARA CUANDO ES UNA DEUDA GRUPAL, APARTE DE ESO EL INTERÉS QUE TE COBRAN AL SIGUIENTE DÍA, EL MORATORIO SON DE CINCUENTA SOLES.
banca;DETRACTOR;"PORQUÉ LOS ASESORES NO ESTÁN DEBIDAMENTE CAPACITADOS ALGUNOS Y ELLOS CUANDO HACEN ESTE, O SEA TU SACAS UN PRÉSTAMO TE DICEN QUE TE VAN A ATENDER LAS VEINTICUATRO, O SEA LAS HORAS QUE CORRESPONDEN NO O DE SUS OCHO HORAS, PERO A VECES TÚ MANDAS UN MENSAJE, NUNCA TE CONTESTAN, LES LLAMAS NO ESTÁN EN OFICINA, ESTÁN EN CAMPO, TE ACERCAS A LA COMO SE, A CAJA, NO HAY; POR EJEMPLO CUANDO TÚ VAS, YO TENGO TODOS LOS MESES EL PROBLEMA SEÑORITA QUE CUANDO YO VOY A LA AGENCIA A PAGAR SOLAMENTE ESTÁN DOS O TRES CAJEROS Y LA GENTE AMONTONADOS COMO HORMIGAS, ENTONCES CUANDO ESTÁBAMOS EN PANDEMIA IGUALITO, ESTE AFUERA NOS MANDABAN A HACER LA COLA DE, DE CINCO CUADRAS Y CUANDO LLEGÁBAMOS A LA PUERTA NOS AMONTONABAN COMO CARNEROS EN LA OFICINA Y NO HABÍAN, O SEA NO TIENEN CAJEROS SUFICIENTES, O SEA NO, NO HAY LA, LAS SEÑORITAS QUE TRABAJAN"
banca;DETRACTOR;PORQUE TE DICEN UNA COSA Y NO TE CUMPLEN, MIRE, POR EJEMPLO, CUANDO UNO VA Y PIDE LOS, DIGAMOS VOY A SACAR UN PRÉSTAMO Y TE DICEN UN MONTO, DE AHÍ CUANDO VAS YA A SACAR EL PRÉSTAMO TE DICEN OTRO MONTO DEL INTERÉS, ESA ES LA DESCONFORMIDAD QUE YO TENGO CON COMPARTAMOS.
banca;DETRACTOR;ALGO REGULAR, PORQUE YO PAGO INDIVIDUAL Y TENGO QUE ESPERAR QUE PAGUEN POR GRUPO Y YO ESTOY ESPERANDO QUE PAGUEN POR GRUPO, PARECE QUE SON BASTANTES GRUPOS ENTONCES TENGO QUE ESPERAR SENTADO UNA HORA, YO CREO QUE LOS QUE PAGAN SOLO DEBERÍA DE SER APARTE, EL GRUPO DEBERÍA DE SER APARTE, QUE LOS CAJEROS NO SE DEMOREN MUCHO.
banca;DETRACTOR;PORQUE LOS INTERESES SON MUY ALTOS, LO QUE PASA CUANDO YO SAQUE UN PRÉSTAMO RESULTO QUE ERA BUENO LA ASESORA, ME DIJO ENTENDISTE MAL Y YO QUERÍA UN PRÉSTAMO DE 20 MIL Y AL FINAL ME DIERON 17 A UN INTERÉS MUY ALTO Y COMO NECESITABA LA PLATA ENTONCES YA LO TUVE QUE AGARRAR Y QUE ERA MÁS TIEMPO ES POR ESO ES QUE LE DIJE EN TODO CASO NO QUIERO, PERO DIJO YA HEMOS HABLADO, YA TANTO ELLA COMO NO QUERÍA QUEDAR MAL SEGURAMENTE CON EL PRÉSTAMO Y YO IBA POR LO QUE NECESITABA Y LO TUVE QUE OBTENER, NO MÁS.
banca;DETRACTOR;PORQUE LOS INTERESES QUE BRINDAN ES MUY ELEVADO PORQUE CON LOS OTROS BANCOS NOS DAN, POR EJEMPLO, UN INTERÉS MÍNIMO QUE ES CONSIDERABLE, YO TENGO UNA DEUDA QUE ESTOY PAGANDO EL 38 POR CIENTO DE LOS INTERESES Y ES MUCHO, POR ESO ES QUE NO RECOMENDARÍA UTILIZAR ESTE SERVICIO PORQUE ES MUY ELEVADO EL INTERÉS, POR EJEMPLO, QUIERO HACER UNA REBAJA DE MI PRÉSTAMO QUE HICE, QUIERO DAR DIEZ MIL SOLES CON LA FINALIDAD QUE ME BAJEN LAS CUOTAS Y TAMBIÉN EL TIEMPO Y UNA DE LA TRABAJADORAS ME DIJO QUE NO PUEDO HACER ESO, SOLO PUEDO ELEGIR UNA DE ELLAS, EL MONTO DEL DINERO O SIMPLEMENTE ACORTAR EL TIEMPO PERO NO PUEDO HACER LOS DOS A LA VEZ, ACÁ EN LORETO HAY UNA SOLA OFICINA A DONDE PUEDO PAGAR PERO EN SAN LORENZO NO SE PUEDE HACER EL PAGO, SOLO PUEDO IR HACER CONSULTAS.
banca;DETRACTOR;LA VERDAD, TE DICEN UNA COSA Y CUANDO VAS TE DICEN OTRA COSA, EN CUESTIÓN DEL CRÉDITO TE OFRECEN UN TASA Y CUANDO VAS ES OTRA TASA.
banca;DETRACTOR;PORQUE FUE RÁPIDO EL DESEMBOLSO, PERO EN COMPARACIÓN CON OTRAS FINANCIERAS ES MAS ALTO EL INTERÉS QUE COBRAN, SOLO POR ESO NO LA RECOMENDARÍA POR EL INTERÉS.
banca;DETRACTOR;TE HACEN ESPERAR MÁS DE DOS HORAS Y MEDIA Y SIENDO CLIENTE EL ANALISTA NUNCA ME CONTESTO UNO TIENE QUE ESTAR BUSCANDO AL ANALISTA CUANDO ÉL ES QUIEN TIENE QUE ESTAR AL PENDIENTE.
banca;DETRACTOR;LOS INTERESES SON ELEVADOS.
banca;DETRACTOR;NO TIENE MUCHO QUE HE SACADO UN PRÉSTAMO DE 1500 Y ME SALE LA MENSUALIDAD QUE PAGO AL MES ME SALE DE 190.
banca;DETRACTOR;LO QUE PASA YO TENGO AHÍ QUE SOY UN CLIENTE, QUE HE SACADO UN DINERO Y APARTE MI HIJA, YO PAGO DE MI HIJA SU PRÉSTAMO PORQUE MI HIJA NO TIENE TIEMPO, ENTONCES YO PAGUÉ MI CORRESPONDIENTE CUOTA QUE TENÍA QUE PAGAR Y HABÍA VEINTE SOLES, DICEN QUE ERAN FALSO, NO ESTABA SEGURO LA SEÑORITA, ENTONCES YO LE DIGO A LA SEÑORITA DÉJAME VER, O SEA EL TRATO NO ERA BIEN, ÉSA ES MI DECEPCIÓN PERO DE VERDAD, YO SOY CLIENTE AHÍ, YO SACO DEL TRABAJO EL PAGO, QUE PARECÍAN, NO ME DIJO QUE ERA FALSO QUE A VEINTE DÍAS QUE ME IBAN A DECIR, ME IBAN AVISAR, LA COSA QUE SALÍ MUY ENOJADA.
banca;DETRACTOR;PORQUE REALMENTE SON MUCHOS LOS INTERESES, PORQUE EN OTRAS FINANCIERAS O BANCOS Y MÁS AÚN SI ERES CLIENTE ES MENOR EL INTERÉS, COMO DE UN 25 POR CIENTO.
banca;DETRACTOR;PORQUE TIENE PROS Y CONTRAS, PUES HAY QUIENES TIENEN CRÉDITOS AVANZADOS Y LE DAN INTERESES MÁS ALTOS, SI PASA EL TIEMPO LOS INTERESES AUMENTAN.
banca;DETRACTOR;LA VERDAD FUE PORQUE ME PUSIERON MUCHOS PEROS PARA PAGAR EL PRÉSTAMO Y LA OTRA QUE EL INTERÉS FUE ALTO, MUCHO INTERÉS A COMPARACIÓN DE OTRAS ENTIDADES QUE TE DAN MÁS BENEFICIOS Y NO TE PONEN MUCHAS TRABAS PARA DARTE PRÉSTAMO, NO SÉ QUÉ NO TE PIDEN GARANTE Y NO COBRAN MUCHO COMO PARA INICIAR.
banca;DETRACTOR;PORQUE HE TENIDO INCONVENIENTE, YA QUE UNA VEZ HICE MIS PAGOS Y NO ME COBRARON COMO DEBE DE SER, FUI A CANCELAR Y NO ME DIERON EL VUELTO Y NO ME COBRO LO QUE YO LE INDIQUÉ, PUES QUISE SOLUCIONAR Y EL ANALISTA YA NO ESTABA, EN UN MES YA ME ALARGARON Y NO SON CAPACES DE SOLUCIONAR RÁPIDO.
banca;DETRACTOR;PORQUE NO ME PARECE JUSTO, NO ME PARECE UN BUEN BANCO PORQUE ES EL MÁS CARERO, TE COBRAN MÁS INTERESES QUE OTROS BANCOS, NO RECUERDO CUANTO PERO COBRAN MÁS.
banca;DETRACTOR;CÓMO LE DIGO A MÍ ME DICEN UNA COSA AL INICIO Y AL FINAL RESULTA OTRA COSA, O SEA NO TIENEN EL MISMO COMPROMISO QUE CUANDO ELLOS SE COMPROMETEN A UN MONTO O ALGO ASÍ, SALEN CON OTRAS COSILLAS AL MOMENTO DEL DESEMBOLSO, ES UN ASESOR QUE CREO QUE YA NO ESTÁ EN LA ENTIDAD, EN ESTOS ÚLTIMOS MESES HE TENIDO PERCANCES DE UNOS RETRASOS YA NO ES DE ESTE MES, ANTERIORMENTE TENÍA RETRASOS EN MIS CUOTAS Y EN LA PERSISTENCIA TAMBIÉN, SÉ QUE ES MI OBLIGACIÓN CUMPLIR, PERO NO LO HAGO POR NO QUERER HACER LOS PAGOS, SIMPLEMENTE YO TRABAJO CON EL EXTERIOR Y EN EL EXTERIOR SE DEMORA EL PAGO Y ME DICEN QUE TENGO QUE PAGAR, ME LLEGA UNA NOTIFICACIÓN QUE SI NO LO PAGO, TENGO QUE PAGAR COMPLETO, NO ES QUE UNO NO QUIERA PAGAR, TIENEN QUE SER MÁS TOLERANTE, CUANDO NOS OFRECEN UN CRÉDITO DESDE ANTES DE LOS PAGOS ELLOS NOS DICEN SÍ SÁCALO, SÁCALO,
banca;DETRACTOR;PORQUE ME TOCO UN ANALISTA QUE CUANDO LE LLAMO POR TELÉFONO Y NO CONTESTA Y NO DICE SI SE VA A DAR EL CRÉDITO Y ESTOY EN EL CAMBIO DE ANALISTA Y ESA ES MI QUEJA.
banca;DETRACTOR;POR LOS INTERESES, PARA MI COBRAN MUCHO INTERÉS.
banca;DETRACTOR;PORQUE NO ES TAN EXCELENTE, PORQUE PRIMERAMENTE, QUE ME DIERAN UNA TASA TAN BAJITA TAL VEZ, PORQUE ES ALGO ELEVADA.
banca;DETRACTOR;PORQUE ME PARECE UNA ENTIDAD QUE LOS INTERESES NO SON BAJOS, SON ALTOS, PORQUE SAQUE MI CUENTA.
banca;DETRACTOR;LOS INTERESES SIGUEN SIENDO ALTOS A MÍ ME DIJERON QUE IBAN A SER BAJOS O LOS MÁS BAJOS DEL MERCADO, PERO NO SON ALTOS Y DADA LA SITUACIÓN QUE ESTAMOS PASANDO DEBERÍA SER UNA CAMPAÑA, DEBIÓ SER DE INTERESES BAJOS O LA MISMO NO YA QUE TODOS NOS ESTAMOS RECUPERANDO, ESTOY BUSCANDO OTRO CRÉDITO Y ME HAN OFRECIDO MUY BAJO EL INTERÉS, NO SE PUEDE PAGAR EN OTROS LUGARES, EN OTROS SITIOS EN LA EMPRESA, EN ESTOS LUGARES DONDE EXISTE SOLO ESTE CAJERO KASNET SOLAMENTE.
banca;DETRACTOR;PORQUE NO ES MUY BUENA COMO LE DIGO LA ATENCIÓN, TIENE QUE MEJORAR, PORQUE MI CASO SABE QUE NO DEBÍA UN PAGO, YO SIEMPRE SOY PUNTAL Y QUE NO, QUE ESTÁ DE VACACIONES ME LLAMO OTRA SEÑORITA, ME PUSIERON PEROS TUVE QUE IRME A OTRO BANCO, CLARO QUE SI OTRO SERVICIO TRABAJA AL TOPE, HAY NO PONEN MUCHOS PEROS, SOY ANTIGUA POR ESO NO ME GUSTO AHÍ PORQUE NO ESTABA MI ANALISTA EN LO QUE ESTABA DE VACACIONES NO ME PODÍAN ATENDER, PARA ESO SIRVEN EL SERVICIO, TE OFRECEN TE OFRECEN Y NO CUMPLEN Y AHORA ME TOMO FOTOS EL SEÑOR VINO Y TODO PERO BUENO, ME FUI A BANCO Y OTRO CRÉDITO ME DIERON.
banca;DETRACTOR;CUANDO HAY PROMOCIONES NO NOS APRUEBAN Y CUANDO UNO SOLICITA ME PONE CONDICIONES.
banca;DETRACTOR;PORQUE SON MUY ALTOS LOS INTERESES, PORQUE EN OTRAS FINANCIERAS LO DAN A MENOS, NO SÉ CUÁNTO PERO SI LO DAN A MENOS.
